product,total_qty,avg_daily_qty,qty_std,max_daily_qty,total_revenue,first_sale,last_sale,sale_days,volatility
DRUMSTICK,13157.0,71.9,21.13,140.0,106917.69,2025-04-01,2025-09-30,183,0.2938803894297635
DRY CHURRA KG FLYBERRY,4.51,0.2,0.13,0.68,3309.9,2025-04-05,2025-09-05,23,0.65
DRY COCONUT 250G EVR,56.0,1.22,0.55,3.0,7820.0,2025-04-01,2025-09-28,46,0.4508196721311476
DRY COCONUT KG FLYBERRY,1.95,0.24,0.14,0.46,1162.8,2025-04-03,2025-09-10,8,0.5833333333333334
EGGS 12PS FARM MADE FREE RANGE U N V,131.0,1.46,0.85,5.0,37859.0,2025-04-01,2025-09-28,90,0.5821917808219178
EGGS 6PC FARM MADE FREE RANGE U N V,210.0,1.83,0.97,6.0,31290.0,2025-04-01,2025-09-30,115,0.5300546448087431
EGGS 6PC JUST LAID VN POULTRY,999.0,5.98,3.71,18.0,79920.0,2025-04-01,2025-09-30,167,0.6204013377926421
EGGS 6PC UPF HEALTHY WHITE U N V,25.0,1.19,0.4,2.0,2225.0,2025-04-04,2025-09-15,21,0.33613445378151263
ELEPHANT FOREST HONEY 250G 1+1,7.0,1.4,0.55,2.0,574.6,2025-05-14,2025-09-29,5,0.3928571428571429
ELEPHANT SEEDED DATES 400G(CUPS) (1+1 OFFER),8.0,1.33,0.52,2.0,920.0,2025-04-05,2025-05-21,6,0.39097744360902253
ELEPHANT YAM,405.08,2.52,1.7,10.5,37894.58,2025-04-01,2025-09-30,161,0.6746031746031745
ENG ITEM BROCOLI SAMBERRY,461.8,2.52,1.15,5.55,166019.06,2025-04-01,2025-09-30,183,0.45634920634920634
ENG ITEM CELERY SAMBERRRY,5.71,0.18,0.36,2.1,1257.3,2025-04-03,2025-09-19,31,2.0
ENG ITEM CHINESE CABBAGE SAMBERRY,25.79,0.61,0.2,1.2,5339.01,2025-04-02,2025-09-17,42,0.3278688524590164
ENG ITEM COLOUR CABBAGE SAMBERRY,69.23,0.72,0.45,2.58,14381.61,2025-04-02,2025-09-29,96,0.625
ENG ITEM GREEN LETTUCE SAMBERRY,56.96,0.34,0.2,1.26,14676.64,2025-04-01,2025-09-30,169,0.5882352941176471
ENG ITEM PARSLEY SAMBERRY,1.03,0.06,0.02,0.11,320.46,2025-04-14,2025-09-05,18,0.33333333333333337
EUROPEN CUCUMBER,2483.53,13.57,4.93,32.87,156041.7,2025-04-01,2025-09-30,183,0.3633014001473839
FIGS AFGHANI NORMAL KG FLYBERRY,25.32,0.29,0.21,1.37,47772.84,2025-04-05,2025-09-30,88,0.7241379310344828
FILTER COFFEE 150ML NEW BOLD ID FRESH,4.0,2.0,1.41,3.0,540.0,2025-07-16,2025-07-28,2,0.705
FINGER CHIPS PAPAD 200G EVR,10.0,1.43,0.53,2.0,478.4,2025-04-08,2025-04-24,7,0.3706293706293707
FLAX SEEDS KGS FLYBERRY,10.02,0.18,0.11,0.62,2814.56,2025-04-12,2025-09-28,55,0.6111111111111112
FLY BERRY DERI DATES 255g,427.0,3.65,3.47,24.0,84575.0,2025-04-01,2025-09-23,117,0.9506849315068494
FLYBERRY CASHEW 4 PIECE,1.55,0.13,0.1,0.41,1566.01,2025-04-18,2025-09-28,12,0.7692307692307693
FLYBERRY CRISPY SWEET CORN 12g,3.0,1.5,0.71,2.0,147.0,2025-08-31,2025-09-23,2,0.47333333333333333
FLYBERRY DREAMY DERI DATES 220g,70.0,1.3,0.63,4.0,27930.0,2025-04-04,2025-09-23,54,0.4846153846153846
FLYBERRY DREAMY DERI DATES 400G,78.0,1.3,0.53,3.0,54521.99,2025-04-04,2025-09-26,60,0.4076923076923077
FLYBERRY KNOCKOUT KALMI DATES 400g,11.0,1.38,0.52,2.0,4939.0,2025-06-25,2025-09-30,8,0.3768115942028986
FLYBERRY SPICE OKRA CHIPS 25g,36.0,1.57,0.66,3.0,1782.0,2025-04-05,2025-08-21,23,0.42038216560509556
FLYBERRY STRAWBERRY DEHYDRATED REGULAR,6.96,0.13,0.06,0.26,11113.6,2025-05-12,2025-09-24,55,0.4615384615384615
FOXTAIL MILLET KORRALU BIYYAM 500g,9.0,1.29,0.49,2.0,720.0,2025-05-31,2025-09-23,7,0.3798449612403101
FREEDOM GROUNDNUTOIL 1LT,104.0,1.46,0.61,3.0,16962.0,2025-05-11,2025-09-28,71,0.4178082191780822
FREEDOM RF SUNFLOWER OIL 1LT POUCH,408.0,2.7,1.69,9.0,64739.0,2025-04-01,2025-09-30,151,0.6259259259259259
FREEDOM RICE BRAN 1LTR,147.0,1.69,1.12,7.0,22978.0,2025-04-10,2025-09-29,87,0.6627218934911243
FREEDOM SUNFLOWER OIL PET 1LT,72.0,1.38,0.77,5.0,12080.0,2025-04-02,2025-08-12,52,0.5579710144927537
FREEDOM SUNFLOWER OIL PET 2LT,32.0,1.19,0.48,3.0,11375.99,2025-04-13,2025-09-29,27,0.40336134453781514
FRESH CREAM 250ML AMUL,45.0,1.32,0.81,5.0,3101.0,2025-05-29,2025-09-30,34,0.6136363636363636
FRESH CREAM 250ml UHT MILKY MIST,54.0,1.15,0.47,3.0,4320.0,2025-04-09,2025-09-30,47,0.40869565217391307
FRESH DATES YELLOW BOX ANAND,7.0,1.17,0.41,2.0,489.3,2025-07-05,2025-07-23,6,0.3504273504273504
FRESH LOOSE PANEER,299.39,1.77,0.86,4.39,155474.76,2025-04-10,2025-09-30,169,0.48587570621468923
FRESH PANEER BLOCK 200g AMUL,24.0,1.71,1.2,5.0,2280.0,2025-05-28,2025-07-29,14,0.7017543859649122
FRIED GRAM PUTANA 250g,174.0,1.71,1.03,5.0,7827.75,2025-04-02,2025-09-28,102,0.6023391812865497
FRUIT BASKET 170 SADGURU,5.0,1.25,0.5,2.0,850.0,2025-07-01,2025-08-14,4,0.4
FRUIT BASKET 200,3.0,1.5,0.71,2.0,675.0,2025-04-14,2025-05-15,2,0.47333333333333333
FRUIT BASKET 250 RAJU,5.0,1.67,0.58,2.0,1330.0,2025-04-02,2025-06-01,3,0.3473053892215569
FRUIT BASKET 350 RAJU,9.0,3.0,3.46,7.0,3150.0,2025-04-03,2025-06-01,3,1.1533333333333333
FRUIT BOWL NRG,28.0,2.0,1.92,8.0,1260.0,2025-04-14,2025-09-24,14,0.96
FRUIT BREAD 200g SML SPENCERS AKSHAYA NANDA,66.0,1.38,0.73,4.0,1980.0,2025-06-15,2025-09-23,48,0.5289855072463768
FRUIT N NUT 150g DARK CHOCOLATE AMUL,30.0,1.2,0.41,2.0,5980.0,2025-04-11,2025-09-30,25,0.3416666666666667
FRUIT YOGHURT BB 100g MILKYMIST,161.0,2.27,1.31,6.0,4830.0,2025-04-02,2025-09-28,71,0.5770925110132159
FRUIT YOGURT 75g ALPHONSO MANGO EPIGAMIA,103.0,1.51,0.94,5.0,3605.0,2025-04-06,2025-09-27,68,0.6225165562913907
FRUIT YOGURT 75g STRAWBERRY EPIGAMIA,129.0,1.61,0.77,4.0,4515.0,2025-04-02,2025-09-30,80,0.47826086956521735
FULL CREAM MILK 500ml HERITAGE,5117.0,24.96,7.98,45.0,211274.0,2025-04-01,2025-09-30,205,0.3197115384615385
FlyberryBrazilNut,4.82,0.17,0.11,0.47,16905.0,2025-04-06,2025-08-31,29,0.6470588235294117
FlyberryCashew180,1.1,0.28,0.22,0.58,2204.0,2025-09-03,2025-09-23,4,0.7857142857142857
FlyberryMacadamia,0.67,0.11,0.05,0.2,3729.0,2025-04-28,2025-07-02,6,0.4545454545454546
FlyberryMelonSeeds,9.03,0.17,0.1,0.57,9004.0,2025-04-06,2025-09-30,52,0.5882352941176471
FlyberryPrunes,0.71,0.1,0.03,0.14,1255.54,2025-04-09,2025-09-29,7,0.3
G ELAICHI 50g,127.0,1.4,0.8,5.0,29610.0,2025-04-05,2025-09-28,91,0.5714285714285715
GAJANAN ORANGE PRM HMT RAW RICE 1Kg,34.0,1.21,0.5,3.0,2890.0,2025-04-14,2025-09-24,28,0.4132231404958678
GAJANAN ORANGE PRM HMT RICE 1Kg,17.0,1.21,0.43,2.0,1360.0,2025-04-05,2025-09-24,14,0.35537190082644626
GAJANAN ORANGE PRM HMT RICE 5Kg,21.0,1.24,0.75,4.0,8085.0,2025-04-02,2025-09-19,17,0.6048387096774194
GAJANAN TELANGANA SONA RICE 1Kg,41.0,1.37,0.76,4.0,3075.0,2025-04-17,2025-09-24,30,0.5547445255474452
GAJANAN TELANGANA SONA RICE 5Kg,26.0,1.24,0.44,2.0,8820.0,2025-04-11,2025-09-22,21,0.3548387096774194
GARAM MASALA 100g VELLANKI FOODS,10.0,1.11,0.33,2.0,708.0,2025-04-14,2025-09-22,9,0.29729729729729726
GARLIC,1121.55,6.13,2.18,13.49,181961.57,2025-04-01,2025-09-30,183,0.35562805872756936
GARLIC PEELED BOX,415.0,2.75,1.64,9.0,26630.8,2025-04-01,2025-09-23,151,0.5963636363636363
GARLIC PICKLE 250g AHA,4.0,1.33,0.58,2.0,400.0,2025-09-07,2025-09-29,3,0.4360902255639097
GAVVALU SWEET 250G VELLANKI FOODS,369.0,2.37,1.39,8.0,51995.0,2025-04-01,2025-09-30,156,0.5864978902953586
GEMS KG FLYBERRY,5.38,0.09,0.05,0.27,3252.0,2025-04-02,2025-09-12,58,0.5555555555555556
GHEE 200ML PET JAR MILKY MIST,9.0,1.12,0.35,2.0,1650.0,2025-04-01,2025-09-27,8,0.31249999999999994
GHEE ARISELU 250g VELLANKI FOODS,196.0,1.8,0.94,5.0,33515.0,2025-04-02,2025-09-30,109,0.5222222222222221
GINGER,1604.11,8.77,3.21,18.95,162048.46,2025-04-01,2025-09-30,183,0.3660205245153934
GINGER GARLIC PASTE 250G VELLANKI FOODS,72.0,1.14,0.35,2.0,8370.0,2025-04-02,2025-09-30,63,0.30701754385964913
GINGER PICKLE 250G VELLANKI FOODS,56.0,1.51,0.65,3.0,6530.0,2025-04-03,2025-09-30,37,0.43046357615894043
GINGER PICKLE 250g AHA,16.0,1.14,0.36,2.0,1600.0,2025-04-02,2025-09-15,14,0.31578947368421056
GOLD DROP SUNFLOWER OIL 1Lt pouch,180.0,1.82,1.37,10.0,28504.2,2025-04-02,2025-09-29,99,0.7527472527472527
GOLDEN COW GHEE 500 ML HERITAGE,53.0,1.23,0.48,3.0,19875.0,2025-04-02,2025-09-21,43,0.3902439024390244
GOLDEN KIWI FRUIT BIG,5.0,1.67,1.15,3.0,395.0,2025-07-04,2025-09-09,3,0.688622754491018
GOLDEN KIWI SMALL,1687.0,12.14,7.78,41.0,109152.55,2025-05-06,2025-09-30,139,0.6408566721581549
GONGURA PICKLE 250g VELLANKI FOODS,24.0,1.26,0.73,4.0,2915.0,2025-04-01,2025-09-30,19,0.5793650793650793
GONGURA(PUNTIKURA),622.68,3.42,1.59,8.06,42112.0,2025-04-01,2025-09-30,182,0.46491228070175444
GRAPE JUICE,7.0,1.4,0.55,2.0,370.0,2025-05-07,2025-09-17,5,0.3928571428571429
GREEK CEREALS YOGHURT 100g MILKY MIST,38.0,1.58,0.88,4.0,1520.0,2025-04-08,2025-09-20,24,0.5569620253164557
GREEK HONEY AND FIG YOGHURT 100g MILKY MIST,16.0,1.6,0.84,3.0,640.0,2025-04-30,2025-08-12,10,0.5249999999999999
GREEK YOGHURT 100g MILKY MIST,69.0,1.6,0.88,4.0,2760.0,2025-04-23,2025-09-24,43,0.5499999999999999
GREEK YOGURT 85g  ALPHONSO MANGO  EPIGAMIA,161.0,1.99,1.33,7.0,9660.0,2025-04-01,2025-09-26,81,0.6683417085427136
GREEK YOGURT ALPHONSO MANGO SMOOTHIE 180ml EPIGAMIA,87.0,1.4,0.78,5.0,6880.0,2025-04-02,2025-09-28,62,0.5571428571428572
GREEK YOGURT BLUEBERRY 90g EPIGAMIA,177.0,1.79,0.97,5.0,10620.0,2025-04-01,2025-09-30,99,0.541899441340782
GREEK YOGURT BLUEBERRY SMOOTHIE 180ml EPIGAMIA,75.0,1.29,0.59,4.0,6000.0,2025-04-02,2025-09-21,58,0.4573643410852713
GREEK YOGURT MIXED BERRY ZERO ADDED SUGAR 120g EPIGAMIA,33.0,1.32,0.48,2.0,2340.0,2025-04-08,2025-09-04,25,0.3636363636363636
GREEK YOGURT NATURAL 90g EPIGAMIA,170.0,1.95,1.3,6.0,9975.0,2025-04-01,2025-09-24,87,0.6666666666666667
GREEK YOGURT STRAWBERRY 85g EPIGAMIA,139.0,1.7,1.05,6.0,8340.0,2025-04-02,2025-09-24,82,0.6176470588235294
GREEK YOGURT STRAWBERRY SMOOTHIE 180ml EPIGAMIA,66.0,1.47,0.73,4.0,5200.0,2025-04-01,2025-09-28,45,0.4965986394557823
GREEK YOGURT STRAWBERRY ZERO ADD SUGAR 120g EPIGAMIA,31.0,1.19,0.57,3.0,2170.0,2025-05-22,2025-09-06,26,0.4789915966386554
